var_cod,description,portal,last_update
0013722,Explorações agrícolas com caprinos (N.º) por Localização geográfica (NUTS - 2024) e Classes de superfície forrageira; Não periódica,Yes,2024-11-12
0013715,"Explorações agrícolas com caprinos (N.º) por Localização geográfica (NUTS - 2024), Categoria (efetivo caprino) e Classes de número de caprinos; Não periódica",Yes,2024-11-12
0013721,Efetivo caprino (N.º) por Localização geográfica (NUTS - 2024) e Classes de superfície forrageira; Não periódica,Yes,2024-11-12
0013720,Cabeças normais (caprinos) (N.º) por Localização geográfica (NUTS - 2024) e Classes de cabeças normais; Não periódica,Yes,2024-11-12
0013774,Volume de trabalho dos trabalhadores permanentes (UTA) por Localização geográfica (NUTS - 2024) e Orientação técnico-económica (OTE 10); Não periódica,Yes,2024-11-12
0013776,Explorações agrícolas com trabalhadores permanentes (N.º) por Localização geográfica (NUTS - 2024) e Orientação técnico-económica (OTE 10); Não periódica,Yes,2024-11-12
0013719,Explorações agrícolas com caprinos (N.º) por Localização geográfica (NUTS - 2024) e Classes de cabeças normais; Não periódica,Yes,2024-11-12
0013757,"Produtores agrícolas singulares (N.º) por Localização geográfica (NUTS - 2024), Sexo, Grupo etário e Natureza jurídica; Não periódica",Yes,2024-11-12
0013778,Volume de trabalho dos trabalhadores permanentes por exploração agrícola (UTA) por Localização geográfica (NUTS - 2024) e Orientação técnico-económica (OTE 10); Não periódica,Yes,2024-11-12
0013718,Efetivo caprino (N.º) por Localização geográfica (NUTS - 2024) e Classes de cabeças normais; Não periódica,Yes,2024-11-12
0013779,"Explorações agrícolas (N.º) por Localização geográfica (NUTS - 2024), Classes (euros) de dimensão económica e Classes de unidades de trabalho ano; Não periódica",Yes,2024-11-12
0013756,"Dirigentes da exploração agrícola (N.º) por Localização geográfica (NUTS - 2024), Sexo e Grupo etário; Não periódica",Yes,2024-11-12
0013755,"Explorações agrícolas (N.º) por Localização geográfica (NUTS - 2024), Classes de superfície agrícola utilizada e Classes de unidades de trabalho ano; Não periódica",Yes,2024-11-12
0013787,Proporção de dirigentes com forma de exploração da SAU por conta própria na população agrícola (%) por Localização geográfica (NUTS - 2024) e Sexo; Não periódica,Yes,2024-11-12
0013717,Efetivo caprino leiteiro por exploração agrícola (N.º) por Localização geográfica (NUTS - 2024); Não periódica,Yes,2024-11-12
0013767,"Superfície das culturas permanentes (ha) por Localização geográfica (NUTS - 2024), Tipo (culturas permanentes) e Classes (euros) de dimensão económica; Não periódica",Yes,2024-11-12
0013707,"Explorações agrícolas com ovinos (N.º) por Localização geográfica (NUTS - 2024), Categoria (efetivo ovino) e Classes de número de ovinos; Não periódica",Yes,2024-11-12
0013725,Volume de água de rega padrão (m³) das explorações agrícolas por Localização geográfica (NUTS - 2024 - Continente) e Tipo de cultura regada; Não periódica,Yes,2024-11-12
0013666,"Superfície das culturas permanentes (ha) por Localização geográfica (NUTS - 2024), Tipo (culturas permanentes) e Classes de área (cultura agrícola); Não periódica",Yes,2024-11-12
0013667,"Explorações agrícolas com culturas permanentes (N.º) por Localização geográfica (NUTS - 2024), Tipo (culturas permanentes) e Classes de área (cultura agrícola); Não periódica",Yes,2024-11-12
0013726,Dotação de rega padrão (m3/ ha) das explorações agrícolas por Localização geográfica (NUTS - 2024 - Continente) e Tipo de cultura regada; Não periódica,Yes,2024-11-12
0013636,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e que não têm Televisão Digital Terrestre (TDT) nem televisão por subscrição  em casa (%); Anual,Yes,2024-11-10
0000026,Unidade de trabalho ano médio por exploração agrícola (UTA) por Localização geográfica (NUTS - 2013) e Classes de superfície agrícola utilizada; Não periódica,Yes,2024-11-07
0013146,Vacas leiteiras por exploração (N.º) por Localização geográfica (NUTS - 2024); Não periódica,Yes,2024-11-07
0004637,Unidade de trabalho ano médio por exploração agrícola (UTA) por Localização geográfica (NUTS - 2001) e Classes de superfície agrícola utilizada; Decenal,Yes,2024-11-07
0013141,Unidade de trabalho ano médio por exploração agrícola (UTA) por Localização geográfica (NUTS - 2024) e Classes de superfície agrícola utilizada; Não periódica,Yes,2024-11-07
0011396,Unidade de trabalho ano médio por exploração agrícola (UTA) por Localização geográfica (Estados Membros da União Europeia); Não periódica,Yes,2024-11-07
0002841,Unidade de trabalho ano médio por exploração agrícola (UTA) por Localização geográfica (NUTS - 2001) e Classes de superfície agrícola utilizada; Não periódica,Yes,2024-11-07
0004628,Unidade de trabalho ano médio por exploração agrícola (UTA) por Localização geográfica (NUTS - 2001); Decenal,Yes,2024-11-07
0003024,Rácio de tratores por 100 ha de superfície agrícola utilizada (N.º) por Localização geográfica (NUTS - 2013); Não periódica,Yes,2024-11-07
0004416,Rácio de tratores por 100 ha de superfície agrícola utilizada (N.º) por Localização geográfica (NUTS - 2001); Decenal,Yes,2024-11-07
0003056,Vacas leiteiras por exploração (N.º) por Localização geográfica (NUTS - 2001); Não periódica,Yes,2024-11-07
0000038,Vacas leiteiras por exploração (N.º) por Localização geográfica (NUTS - 2013); Não periódica,Yes,2024-11-07
0000064,Vacas leiteiras por exploração (N.º) por Localização geográfica (Região agrária); Não periódica,Yes,2024-11-07
0003023,Rácio de tratores por 100 ha de superfície agrícola utilizada (N.º) por Localização geográfica (Região agrária); Não periódica,Yes,2024-11-07
0000052,Unidade de trabalho ano médio por exploração agrícola (UTA) por Localização geográfica (Região agrária) e Classes de superfície agrícola utilizada; Não periódica,Yes,2024-11-07
0004440,Vacas leiteiras por exploração (N.º) por Localização geográfica (NUTS - 2001); Decenal,Yes,2024-11-07
0003025,Rácio de tratores por 100 ha de superfície agrícola utilizada (N.º) por Localização geográfica (NUTS - 2001); Não periódica,Yes,2024-11-07
0013144,Rácio de tratores por 100 ha de superfície agrícola utilizada (N.º) por Localização geográfica (NUTS - 2024); Não periódica,Yes,2024-11-07
0013624,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com Televisão Digital Terrestre (TDT) (%) por Sexo e Forma de acesso à TDT; Anual,Yes,2024-11-05
0013633,Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e que têm simultaneamente Televisão Digital Terrestre (TDT) e televisão por subscrição em casa (N.º) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-05
0013620,Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em casa ou em alojamentos de residência secundária (N.º) por Quintis de rendimento; Anual,Yes,2024-11-05
0013621,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em casa ou em alojamentos de residência secundária (%) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-05
0013635,Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e que não têm Televisão Digital Terrestre (TDT) nem televisão por subscrição em casa (N.º); Anual,Yes,2024-11-05
0013622,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em casa ou em alojamentos de residência secundária (%) por Quintis de rendimento; Anual,Yes,2024-11-05
0013623,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com Televisão Digital Terrestre (TDT) (%) por Local de residência (NUTS - 2013) e Forma de acesso à TDT; Anual,Yes,2024-11-05
0013625,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com Televisão Digital Terrestre (TDT) (%) por Grupo etário e Forma de acesso à TDT; Anual,Yes,2024-11-05
0013626,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com Televisão Digital Terrestre (TDT) (%) por Nível de escolaridade mais elevado completo e Forma de acesso à TDT; Anual,Yes,2024-11-05
0013627,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com Televisão Digital Terrestre (TDT) (%) por Condição perante o trabalho e Forma de acesso à TDT; Anual,Yes,2024-11-05
0013634,Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e que têm simultaneamente Televisão Digital Terrestre (TDT) e televisão por subscrição em casa (N.º) por Quintis de rendimento; Anual,Yes,2024-11-05
0013619,Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em casa ou em alojamentos de residência secundária (N.º) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-05
0013617,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em alojamentos de residência secundária (%) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-05
0013630,"Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos, com Televisão Digital Terrestre (TDT) em casa e sem televisão por subscrição (N.º) por Quintis de rendimento e Acesso a outro tipo de serviços fixos de telecomunicações; Anual",Yes,2024-11-05
0013632,"Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos, com Televisão Digital Terrestre (TDT) em casa e sem televisão por subscrição (%) por Quintis de rendimento e Acesso a outro tipo de serviços fixos de telecomunicações; Anual",Yes,2024-11-05
0013618,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em alojamentos de residência secundária (%) por Quintis de rendimento; Anual,Yes,2024-11-05
0013631,"Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos, com Televisão Digital Terrestre (TDT) em casa e sem televisão por subscrição (%) por Local de residência (NUTS - 2013) e Acesso a outro tipo de serviços fixos de telecomunicações; Anual",Yes,2024-11-05
0013628,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com Televisão Digital Terrestre (TDT) (%) por Quintis de rendimento e Forma de acesso à TDT; Anual,Yes,2024-11-05
0013629,"Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos, com Televisão Digital Terrestre (TDT) em casa e sem televisão por subscrição (N.º) por Local de residência (NUTS - 2013) e Acesso a outro tipo de serviços fixos de telecomunicações; Anual",Yes,2024-11-05
0013595,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com televisão por subscrição em casa (%) por Nível de escolaridade mais elevado completo; Anual,Yes,2024-11-04
0013585,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em casa (%) por Quintis de rendimento; Anual,Yes,2024-11-04
0013589,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com televisão por subscrição em casa (%) por Grupo etário; Anual,Yes,2024-11-04
0013580,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com televisão por subscrição em casa (%) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-04
0013587,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e que têm simultaneamente Televisão Digital Terrestre (TDT) e televisão por subscrição em casa (%) por Composição do agregado doméstico privado; Anual,Yes,2024-11-04
0013603,Média de televisores ligados à Televisão Digital Terrestre (TDT) em casa de agregados domésticos privados (N.º) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-04
0013588,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e que têm simultaneamente Televisão Digital Terrestre (TDT) e televisão por subscrição em casa (%) por Quintis de rendimento; Anual,Yes,2024-11-04
0013584,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em casa (%) por Composição do agregado doméstico privado; Anual,Yes,2024-11-04
0013590,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com Televisão Digital Terrestre (TDT) em casa (%) por Grupo etário; Anual,Yes,2024-11-04
0013596,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com televisão por subscrição em casa (%) por Condição perante o trabalho; Anual,Yes,2024-11-04
0013582,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com televisão por subscrição em casa (%) por Quintis de rendimento; Anual,Yes,2024-11-04
0013586,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e que têm simultaneamente Televisão Digital Terrestre (TDT) e televisão por subscrição em casa (%) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-04
0013581,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com televisão por subscrição em casa (%) por Composição do agregado doméstico privado; Anual,Yes,2024-11-04
0013602,Televisores ligados à Televisão Digital Terrestre (TDT) em casa ou em alojamentos de residência secundária de agregados domésticos privados (N.º) por Quintis de rendimento; Anual,Yes,2024-11-04
0013591,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados que têm simultaneamente Televisão Digital Terrestre (TDT) e televisão por subscrição em casa (%) por Grupo etário; Anual,Yes,2024-11-04
0013592,Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com televisão por subscrição em casa (N.º) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-04
0013607,Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em casa (N.º) por Quintis de rendimento; Anual,Yes,2024-11-04
0013593,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com televisão por subscrição em casa (%) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-04
0013594,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com televisão por subscrição em casa (%) por Sexo; Anual,Yes,2024-11-04
0013606,Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em casa (N.º) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-04
0013608,Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em alojamentos de residência secundária (N.º) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-04
0013597,Proporção de indivíduos com idade entre 16 e 74 anos que vivem em agregados domésticos privados com televisão por subscrição em casa (%) por Quintis de rendimento; Anual,Yes,2024-11-04
0013609,Agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em alojamentos de residência secundária (N.º) por Quintis de rendimento; Anual,Yes,2024-11-04
0013605,Média de televisores ligados à Televisão Digital Terrestre (TDT) em alojamentos de residência secundária de agregados domésticos privados (N.º); Anual,Yes,2024-11-04
0013601,Televisores ligados à Televisão Digital Terrestre (TDT) em casa ou em alojamentos de residência secundária de agregados domésticos privados (N.º) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-04
0013604,Média de televisores ligados à Televisão Digital Terrestre (TDT) em casa de agregados domésticos privados (N.º) por Quintis de rendimento; Anual,Yes,2024-11-04
0013600,Televisores ligados à Televisão Digital Terrestre (TDT) em alojamentos de residência secundária de agregados domésticos privados (N.º); Anual,Yes,2024-11-04
0013599,Televisores ligados à Televisão Digital Terrestre (TDT) em casa de agregados domésticos privados (N.º) por Quintis de rendimento; Anual,Yes,2024-11-04
0013598,Televisores ligados à Televisão Digital Terrestre (TDT) em casa de agregados domésticos privados (N.º) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-04
0013583,Proporção de agregados domésticos privados com pelo menos um indivíduo com idade entre 16 e 74 anos e com Televisão Digital Terrestre (TDT) em casa (%) por Local de residência (NUTS - 2013); Anual,Yes,2024-11-04
0013579,Taxa quinquenal de mortalidade neonatal (‰) por Local de residência da mãe (NUTS - 2024); Anual,Yes,2024-10-31
0013578,Taxa quinquenal de mortalidade infantil (‰) por Local de residência (NUTS - 2024); Anual,Yes,2024-10-31
0013568,Perdas nos sistemas de abastecimento de água (Série 2011 - m³) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-24
0013552,"Despesas em publicidade (€) dos municípios por Localização geográfica (NUTS - 2024), Tipo de despesa e Domínio cultural (publicidade); Anual",Yes,2024-10-23
0013564,Proporção de alojamentos servidos por abastecimento de água (%) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-23
0013558,Água captada (Série 2011 - m³) por Localização geográfica (NUTS - 2024) e Origem do caudal; Anual,Yes,2024-10-23
0013559,Água distribuída (Série 2011 - m³) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-23
0013560,Água distribuída por habitante (Série 2011 - m³/ hab.) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-23
0013561,Águas residuais drenadas (Série 2011 - m³) por Localização geográfica (NUTS - 2024) e Origem das águas residuais (Setor); Anual,Yes,2024-10-23
0013543,Despesas em atividades culturais e criativas (€) dos municípios por Localização geográfica (NUTS - 2024) e Tipo de despesa; Anual,Yes,2024-10-23
0013553,"Despesas em artesanato (€) dos municípios por Localização geográfica (NUTS - 2024), Tipo de despesa e Domínio cultural (artesanato); Anual",Yes,2024-10-23
0013544,"Despesas em património cultural (€) dos municípios por Localização geográfica (NUTS - 2024), Tipo de despesa e Domínio cultural (património); Anual",Yes,2024-10-23
0013545,"Despesas em bibliotecas e arquivos (€) dos municípios por Localização geográfica (NUTS - 2024), Tipo de despesa e Domínio cultural (bibliotecas e arquivos); Anual",Yes,2024-10-23
0013566,Proporção de alojamentos servidos por tratamento de águas residuais (%) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-23
0013546,"Despesas em livros e publicações periódicas (€) dos municípios por Localização geográfica (NUTS - 2024), Tipo de despesa e Domínio cultural (livros e publicações); Anual",Yes,2024-10-23
0013565,Proporção de alojamentos servidos por drenagem de águas residuais (%) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-23
0013547,"Despesas em artes visuais (€) dos municípios por Localização geográfica (NUTS - 2024), Tipo de despesa e Domínio cultural (artes visuais); Anual",Yes,2024-10-23
0013548,"Despesas em artes do espetáculo (€) dos municípios por Localização geográfica (NUTS - 2024), Tipo de despesa e Domínio cultural (artes de espetáculo); Anual",Yes,2024-10-23
0013549,"Despesas em audiovisual e multimédia (€) dos municípios por Localização geográfica (NUTS - 2024), Tipo de despesa e Domínio cultural (audiovisual e multimédia); Anual",Yes,2024-10-23
0013567,Estações de tratamento de águas residuais (N.º) por Localização geográfica (NUTS - 2024) e Níveis de tratamento das águas residuais; Anual,Yes,2024-10-23
0013563,Águas residuais tratadas em estações de tratamento de águas residuais (m³) por Localização geográfica (NUTS - 2024) e Níveis de tratamento das águas residuais; Anual,Yes,2024-10-23
0013551,"Despesas em atividades interdisciplinares (€) dos municípios por Localização geográfica (NUTS - 2024), Tipo de despesa e Domínio cultural (atividades interdisciplinares); Anual",Yes,2024-10-23
0013562,Águas residuais drenadas por habitante (Série 2011 - m³/ hab.) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-23
0013557,Despesas das câmaras municipais em cultura e desporto no total de despesas (%) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-23
0013556,Despesas em atividades e equipamentos desportivos dos municípios por habitante (€) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-23
0013555,Despesas em atividades culturais e criativas dos municípios por habitante (€) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-23
0013554,"Despesas em atividades e equipamentos desportivos (€) dos municípios por Localização geográfica (NUTS - 2024), Tipo de despesa e Atividade e/ ou equipamento desportivo; Anual",Yes,2024-10-23
0013550,"Despesas em arquitetura (€) dos municípios por Localização geográfica (NUTS - 2024), Tipo de despesa e Domínio cultural (arquitetura); Anual",Yes,2024-10-23
0001490,Distribuição das despesas de consumo médias anuais (%) dos agregados domésticos privados por Local de residência (NUTS - 2002) e Tipo de produto consumido (COICOP/HBS 1999 - Divisão); Quinquenal,Yes,2024-10-16
0013538,Proporção de superfície ardida (da unidade territorial %) por Localização geográfica (NUTS - 2024) e Tipo de superfície ardida; Anual,Yes,2024-10-16
0013481,"Pessoal ao serviço (Série desde 2023 - N.º) das organizações não governamentais de ambiente por Localização geográfica (NUTS - 2024), Tipo de pessoal ao serviço (grupo profissional) e Regime de duração de trabalho; Anual",Yes,2024-10-16
0002833,Explorações agrícolas com trabalhadores permanentes (N.º) por Localização geográfica (NUTS - 2013) e Orientação técnico-económica (OTE 96); Não periódica,Yes,2024-10-16
0002837,Volume de trabalho dos trabalhadores permanentes por exploração agrícola (UTA) por Localização geográfica (NUTS - 2001) e Orientação técnico-económica (OTE 96); Não periódica,Yes,2024-10-16
0002836,Volume de trabalho dos trabalhadores permanentes por exploração agrícola (UTA) por Localização geográfica (NUTS - 2013) e Orientação técnico-económica (OTE 96); Não periódica,Yes,2024-10-16
0013482,"Pessoal ao serviço (Série desde 2023 - N.º) das organizações não governamentais de ambiente por Localização geográfica (NUTS - 2024), Sexo, Nível de escolaridade mais elevado completo e Tipo de pessoal ao serviço (grupo profissional); Anual",Yes,2024-10-16
0013537,Proporção de superfície ardida (%) por Localização geográfica (NUTS - 2024) e Tipo de superfície ardida; Anual,Yes,2024-10-16
0001488,Despesas de consumo médias anuais (€) dos agregados domésticos privados por Local de residência (NUTS - 2002) e Tipo de produto consumido (COICOP/HBS 1999 - Divisão); Quinquenal,Yes,2024-10-16
0013483,"Pessoal ao serviço (Série desde 2023 - N.º) das organizações não governamentais de ambiente por Localização geográfica (NUTS - 2024), Grupo etário e Tipo de pessoal ao serviço (grupo profissional); Anual",Yes,2024-10-16
0002835,Volume de trabalho dos trabalhadores permanentes por exploração agrícola (UTA) por Localização geográfica (Região agrária) e Orientação técnico-económica (OTE 96); Não periódica,Yes,2024-10-16
0013486,Pessoal ao serviço (Série desde 2023 - N.º) das organizações não governamentais de ambiente por Localização geográfica (NUTS - 2024) e Tipo de pessoal ao serviço (grupo profissional); Anual,Yes,2024-10-16
0013536,Proporção de espaços florestais ardidos (%) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-16
0002834,Explorações agrícolas com trabalhadores permanentes (N.º) por Localização geográfica (NUTS - 2001) e Orientação técnico-económica (OTE 96); Não periódica,Yes,2024-10-16
0002697,"Pessoal ao serviço (Série 2007 - 2022 - N.º) das organizações não governamentais de ambiente por Localização geográfica (NUTS - 2013), Tipo de pessoal ao serviço (grupo profissional) e Regime de duração de trabalho; Anual",Yes,2024-10-16
0004922,Explorações agrícolas (N.º) por Localização geográfica (NUTS - 2001) e Orientação técnico-económica (OTE 96); Decenal,Yes,2024-10-16
0002698,"Pessoal ao serviço (Série 2007 - 2022 - N.º) das organizações não governamentais de ambiente por Localização geográfica (NUTS - 2013), Sexo, Nível de escolaridade mais elevado completo e Tipo de pessoal ao serviço (grupo profissional); Anual",Yes,2024-10-16
0000693,Pessoal ao serviço (Série 1998-2006 - N.º) das organizações não governamentais de ambiente por Localização geográfica (NUTS - 2002) e Tipo de pessoal ao serviço; Anual,Yes,2024-10-16
0002831,Volume de trabalho dos trabalhadores permanentes (UTA) por Localização geográfica (NUTS - 2001) e Orientação técnico-económica (OTE 96); Não periódica,Yes,2024-10-16
0002830,Volume de trabalho dos trabalhadores permanentes (UTA) por Localização geográfica (NUTS - 2013) e Orientação técnico-económica (OTE 96); Não periódica,Yes,2024-10-16
0004953,Superfície agrícola utilizada (ha) por Localização geográfica (NUTS - 2001) e Orientação técnico-económica (OTE 96); Decenal,Yes,2024-10-16
0002832,Explorações agrícolas com trabalhadores permanentes (N.º) por Localização geográfica (Região agrária) e Orientação técnico-económica (OTE 96); Não periódica,Yes,2024-10-16
0002699,"Pessoal ao serviço (Série 2007 - 2022 - N.º) das organizações não governamentais de ambiente por Localização geográfica (NUTS - 2013), Grupo etário e Tipo de pessoal ao serviço (grupo profissional); Anual",Yes,2024-10-16
0002829,Volume de trabalho dos trabalhadores permanentes (UTA) por Localização geográfica (Região agrária) e Orientação técnico-económica (OTE 96); Não periódica,Yes,2024-10-16
0013531,Produção de banha de porco (t) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-15
0013533,Produção de mel (t) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-15
0013532,Produção de miudezas de reses (t) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-15
0013516,"Despesas de consumo médias anuais (€) dos agregados domésticos privados por Local de residência (NUTS - 2013), Tipo de produto consumido (COICOP/HBS 2018 - Divisão) e Tipologia de áreas urbanas; Quinquenal",Yes,2024-10-15
0013517,"Despesas de consumo médias anuais (€) dos agregados domésticos privados por Local de residência (NUTS - 2013), Tipo de produto consumido (COICOP/HBS 2018 - Divisão) e Composição do agregado doméstico privado; Quinquenal",Yes,2024-10-15
0013518,"Despesas de consumo médias anuais (€) dos agregados domésticos privados por Local de residência (NUTS - 2013), Tipo de produto consumido (COICOP/HBS 2018 - Divisão) e Quintis de rendimento; Quinquenal",Yes,2024-10-15
0013534,Produção de cera (t) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-15
0001012,Despesas de consumo médias anuais (€) dos agregados domésticos privados por Composição do agregado doméstico privado e Tipo de produto consumido (COICOP/HBS 1999 - Divisão); Quinquenal,Yes,2024-10-15
0013525,Vagas no ensino superior (N.º) por Localização geográfica (georreferenciação) (CAOP 2020 - NUTS - 2013); Anual,Yes,2024-10-15
0013526,Docentes do ensino superior (N.º) por Localização geográfica (georreferenciação) (CAOP 2020 - NUTS - 2013); Anual,Yes,2024-10-15
0013528,Produção de leite (l) por Localização geográfica (NUTS - 2024) e Tipo de leite; Anual,Yes,2024-10-15
0013527,Produção de leite (t) por Localização geográfica (NUTS - 2024) e Tipo de leite; Anual,Yes,2024-10-15
0001010,Despesas de consumo médias anuais (€) dos agregados domésticos privados por Local de residência (NUTS - 2002) e Tipo de produto consumido (COICOP/HBS 1999 - Divisão); Quinquenal,Yes,2024-10-15
0001016,Despesas de consumo médias anuais por adulto equivalente (€) por Tipo de produto consumido (COICOP/HBS 1999 - Divisão); Quinquenal,Yes,2024-10-15
0001013,Despesas de consumo médias anuais (€) dos agregados domésticos privados por Grupo etário do representante e Tipo de produto consumido (COICOP/HBS 1999 - Divisão); Quinquenal,Yes,2024-10-15
0013519,"Despesas de consumo médias anuais (€) dos agregados domésticos privados por Local de residência (NUTS - 2013), Tipo de produto consumido (COICOP/HBS 2018 - Divisão) e Sexo do indivíduo de referência; Quinquenal",Yes,2024-10-15
0013520,"Despesas de consumo médias anuais (€) dos agregados domésticos privados por Local de residência (NUTS - 2013), Tipo de produto consumido (COICOP/HBS 2018 - Divisão) e Grupo etário do indivíduo de referência; Quinquenal",Yes,2024-10-15
0013529,Produção de carne (t) por Localização geográfica (NUTS - 2024) e Tipo de carnes; Anual,Yes,2024-10-15
0013535,Produção de lã (t) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-15
0013521,"Despesas de consumo médias anuais (€) dos agregados domésticos privados por Local de residência (NUTS - 2013), Tipo de produto consumido (COICOP/HBS 2018 - Divisão) e Nível de escolaridade do indivíduo de referência; Quinquenal",Yes,2024-10-15
0001011,Despesas de consumo médias anuais (€) dos agregados domésticos privados por Tipo de produto consumido (COICOP/HBS 1999 - Grupo); Quinquenal,Yes,2024-10-15
0013522,"Despesas de consumo médias anuais (€) dos agregados domésticos privados por Local de residência (NUTS - 2013), Tipo de produto consumido (COICOP/HBS 2018 - Divisão) e Fonte principal do rendimento; Quinquenal",Yes,2024-10-15
0013530,Produção de ovos (t) por Localização geográfica (NUTS - 2024) e Tipo de ovos; Anual,Yes,2024-10-15
0013497,Estabelecimentos de ensino superior (N.º) por Localização geográfica (georreferenciação) (CAOP 2020 - NUTS - 2024) e Natureza institucional; Anual,Yes,2024-10-11
0013510,Superfície ardida (ha) por Localização geográfica (NUTS - 2024) e Tipo de superfície ardida; Anual,Yes,2024-10-11
0013509,Incêndios rurais (N.º) por Localização geográfica (NUTS - 2024); Anual,Yes,2024-10-11
