theme,subtheme,varcd,title,last_update,geo_lastlevel,last_period_available,periodicity,update_type
Empresas,Contas integradas das empresas,0001556,Prestações de serviços (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001557,Variação da produção (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001558,Trabalhos para a própria empresa (Série 2004-2007 - €),03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001559,Proveitos suplementares (Série 2004-2007 - €) das empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001560,Subsídios à exploração (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001561,Outros proveitos e ganhos operacionais (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001562,Reversões de amortizações e ajustamentos (Série 2005-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001563,Proveitos e ganhos financeiros (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001564,Proveitos e ganhos extraordinários (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001565,Volume de negócios (Série 2004-2007 - €) das empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001566,Custo das mercadorias vendidas (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001567,Custo das matérias consumidas (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001568,Fornecimentos e serviços externos (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Condições de vida e cidadania,Agregados domésticos,0001569,Rendimento médio anual líquido (€) dos agregados domésticos privados,19-06-2012,NUTS II,7A2011_4,Quinquenal,D
Condições de vida e cidadania,Agregados domésticos,0001570,Distribuição do rendimento médio anual líquido (%) dos agregados domésticos privados,19-06-2012,NUTS II,7A2011_4,Quinquenal,D
Condições de vida e cidadania,Agregados domésticos,0001571,Proporção de agregados domésticos privados com equipamento de comunicação e lazer (%),19-06-2012,NUTS II,7A2011_4,Quinquenal,D
Empresas,Contas integradas das empresas,0001572,Produção (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001573,Valor acrescentado bruto (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001574,Excedente bruto de exploração (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001575,Formação bruta de capital fixo (Série 2005-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001576,Produtividade aparente do trabalho (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001577,Taxa de valor acrescentado bruto (Série 2004-2007 - %) das empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001578,Peso do excedente bruto de exploração no valor acrescentado bruto (Série 2004-2007 - %) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001579,Peso dos custos com pessoal no valor acrescentado bruto (Série 2004-2007 - %) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001580,Taxa de margem bruta de exploração (Série 2004-2007 - %) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001581,Rendibilidade operacional das vendas (Série 2004-2007 - %) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001582,Margem de segurança (Série 2004-2007 - N.º) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001583,Empresas (Série 2004-2007 - N.º),10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001584,Pessoal ao serviço (Série 2004-2007 - N.º) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001585,Custos com o pessoal (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001586,Custo das mercadorias vendidas (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001587,Custo das matérias consumidas (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001588,Fornecimentos e serviços externos (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001589,Remunerações (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001590,Encargos sociais (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001591,"Amortizações, ajustamentos e provisões (Série 2004-2007 - €) das Empresas",10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001592,Impostos (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001593,Outros custos e perdas operacionais (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001594,Custos e perdas financeiros (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001595,Custos e perdas extraordinários (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001596,Imposto sobre o rendimento (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001597,Resultado líquido do exercício (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001598,Vendas de mercadorias (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001599,Vendas de produtos (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001600,Prestações de serviços (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001601,Variação da produção (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001602,Trabalhos para a própria empresa (Série 2004-2007 - €),10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001603,Proveitos suplementares (Série 2004-2007 - €) das empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001604,Subsídios à exploração (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001605,Outros proveitos e ganhos operacionais (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001606,Remunerações (Série 2004-2007 - €) das Empresas,03-06-2009,Portugal,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001607,Reversões de amortizações e ajustamentos (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001608,Proveitos e ganhos financeiros (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001609,Proveitos e ganhos extraordinários (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001610,Volume de negócios (Série 2004-2007 - €) das empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001611,Produção (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001612,Valor acrescentado bruto (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001613,Excedente bruto de exploração (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001614,Formação bruta de capital fixo (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001615,Produtividade aparente do trabalho (Série 2004-2007 - €) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001616,Taxa de valor acrescentado bruto (Série 2004-2007 - %) das empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001617,Peso do excedente bruto de exploração no valor acrescentado bruto (Série 2004-2007 - %) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001618,Peso dos custos com pessoal no valor acrescentado bruto (Série 2004-2007 - %) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001619,Taxa de margem bruta de exploração (Série 2004-2007 - %) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001620,Rendibilidade operacional das vendas (Série 2004-2007 - %) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Empresas,Contas integradas das empresas,0001621,Margem de segurança (Série 2004-2007 - N.º) das Empresas,10-08-2009,NUTS III,S7A2007,Anual,D
Transportes e comunicações,Transportes terrestres,0001622,Proporção de mercadorias expedidas por modo rodoviário (%) em transporte intracomunitário,26-06-2024,NUTS II,S7A2022,Anual,D
Conjuntura,Oferta de bens e serviços,0001623,Índice de produção na construção e obras públicas - bruto (Taxa de variação média anual - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Oferta de bens e serviços,0001624,Índice de produção na construção e obras públicas - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação média anual - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Mercado de trabalho,0001625,Índice de remunerações na construção e obras públicas - bruto (Taxa de variação média anual - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Mercado de trabalho,0001626,Índice de emprego na construção e obras públicas - bruto (Taxa de variação média anual - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Mercado de trabalho,0001627,Índice de horas trabalhadas na construção e obras públicas - bruto (Taxa de variação média anual - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Oferta de bens e serviços,0001628,Índice de produção na construção e obras públicas - bruto (Taxa de variação em cadeia trimestral - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Oferta de bens e serviços,0001629,Índice de produção na construção e obras públicas - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação em cadeia trimestral - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Mercado de trabalho,0001630,Índice de remunerações na construção e obras públicas - bruto (Taxa de variação homóloga - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Mercado de trabalho,0001631,Índice de emprego na construção e obras públicas - bruto (Taxa de variação homóloga - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Mercado de trabalho,0001632,Índice de horas trabalhadas na construção e obras públicas - bruto (Taxa de variação homóloga - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Oferta de bens e serviços,0001633,Índice de produção na construção e obras públicas - bruto (Taxa de variação mensal - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Oferta de bens e serviços,0001634,Índice de produção na construção e obras públicas - ajustado de efeitos de calendário e de sazonalidade (Taxa de variação mensal - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Mercado de trabalho,0001635,Índice de remunerações na construção e obras públicas - bruto (Taxa de variação mensal - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Mercado de trabalho,0001636,Índice de emprego na construção e obras públicas - bruto (Taxa de variação mensal - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Mercado de trabalho,0001637,Índice de horas trabalhadas na construção e obras públicas - bruto (Taxa de variação mensal - Base 2000 - %),10-02-2009,Portugal,S3A200812,Mensal,D
Conjuntura,Preços,0001638,Índice de preços de manutenção e reparação regular da habitação (Base - 2000),08-11-2018,NUTS II,S3A201809,Mensal,D
Conjuntura,Preços,0001639,Índice de preços de manutenção e reparação regular da habitação (Taxa de variação mensal - Base 2000 - %),08-11-2018,NUTS II,S3A201809,Mensal,D
Conjuntura,Preços,0001640,Índice de preços de manutenção e reparação regular da habitação (Taxa de variação homóloga - Base 2000 - %),08-11-2018,NUTS II,S3A201809,Mensal,D
Conjuntura,Preços,0001641,Índice de preços de manutenção e reparação regular da habitação (Taxa de variação média anual - Base 2000 - %),08-11-2018,NUTS II,S3A201809,Mensal,D
Condições de vida e cidadania,Agregados domésticos,0001642,Divisão das tarefas domésticas (%) pelos agregados domésticos privados,19-01-2009,Portugal,S7A1999,Não periódica,D
Condições de vida e cidadania,Agregados domésticos,0001643,Duração média diária dos cuidados prestados às crianças e a adultas/os da família (h),04-06-2014,Portugal,S7A1999,Não periódica,D
Condições de vida e cidadania,Trabalho,0001644,Proporção da população residente que não trabalha devido a motivos de conciliação familiar (%),16-01-2009,Portugal,S7A2001,Anual,D
Condições de vida e cidadania,Trabalho,0001645,Proporção da população residente que trabalha menos de 30 horas (%),04-06-2014,Portugal,S7A2001,Anual,D
Condições de vida e cidadania,Trabalho,0001646,Proporção da população residente que não trabalha (%),04-06-2014,Portugal,S7A2001,Anual,D
Mercado de trabalho,Emprego,0001651,População empregada (Série 1998 - N.º),09-05-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0001655,População empregada (Série 1998 - N.º),09-05-2014,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0001657,População empregada (Série 1998 - N.º),18-09-2014,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0001662,População empregada por conta de outrem (Série 1998 - N.º),09-05-2014,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0001663,População empregada por conta de outrem (Série 1998 - N.º),09-05-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Desemprego,0001664,População desempregada à procura de novo emprego (Série 1998 - N.º),09-05-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Desemprego,0001665,População desempregada à procura de novo emprego (Série 1998 - N.º),09-05-2014,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0001666,População empregada um ano antes (Série 1998 - N.º),09-05-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Remunerações,0001667,Rendimento médio mensal líquido (Série 1998 - €) da população empregada por conta de outrem,09-05-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Remunerações,0001668,Rendimento médio mensal líquido (Série 1998 - €) da população empregada por conta de outrem,09-05-2014,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0001669,Duração semanal efetiva de trabalho (Série 1998 - h) da população empregada,09-05-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0001670,Duração semanal efetiva de trabalho (Série 1998 - h) da população empregada,09-05-2014,Portugal,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0001671,População empregada (Série 1998 - N.º),09-05-2014,Portugal,S5A20104,Trimestral,D
Saúde,Mortalidade por causas de morte,0001672,Óbitos por doença pelo vírus de imunodeficiência humana (VIH - N.º),19-11-2014,Portugal,S7A2013,Anual,D
Saúde,Pessoal de saúde,0001673,Médicas/os por 100 000 habitantes (N.º),31-07-2023,Portugal,S7A2022,Anual,D
Saúde,Mortalidade por causas de morte,0001674,Óbitos por lesões autoprovocadas intencionalmente (N.º),05-04-2015,Portugal,S7A2013,Anual,D
Saúde,Mortalidade por causas de morte,0001675,Óbitos (N.º),11-02-2016,Portugal,S7A2013,Anual,D
Saúde,Morbilidade,0001676,Casos notificados de doenças de declaração obrigatória (Série 1996-2008 - N.º),13-02-2015,Portugal,S7A2008,Anual,D
Saúde,Mortalidade por causas de morte,0001677,Óbitos por acidentes de transporte (N.º),05-04-2015,Portugal,S7A2013,Anual,D
Justiça,Justiça criminal,0001678,Vítimas (mulheres) em processos com arguidos/ condenados (homens) (N.º),09-06-2008,Portugal,S7A2006,Anual,D
Justiça,Justiça criminal,0001679,Vítimas (homens) em processos com arguidas/ condenadas (mulheres) (N.º),09-06-2008,Portugal,S7A2006,Anual,D
Justiça,Justiça criminal,0001680,Condenadas/os (pessoas singulares) em processos crime na fase de julgamentos findos (N.º),22-04-2014,Portugal,S7A1995,Anual,D
Justiça,Justiça criminal,0001681,Vítimas (pessoas singulares) de crimes julgados em processos findos (N.º),22-04-2014,Portugal,S7A1995,Anual,D
Justiça,Policiais,0001682,Agentes/ suspeitas/os identificadas/os em crimes registados pela PSP e GNR (N.º),28-03-2024,Portugal,S7A2023,Anual,D
Justiça,Policiais,0001683,Lesadas/os/ ofendidas/os identificadas/os em crimes registados pela PSP e GNR (N.º),28-03-2024,Portugal,S7A2023,Anual,D
Condições de vida e cidadania,Cidadania,0001684,Taxa de abstenção nas eleições para a Assembleia da República (%),20-11-2012,Município,S7A2011,Não periódica,D
Condições de vida e cidadania,Cidadania,0001685,Taxa de abstenção nas eleições para a Presidência da República (%),05-10-2011,Município,S7A2011,Não periódica,D
Condições de vida e cidadania,Cidadania,0001686,Taxa de abstenção nas eleições para as Câmaras Municipais (%),12-12-2013,Município,S7A2013,Não periódica,D
Condições de vida e cidadania,Cidadania,0001687,Taxa de abstenção nas eleições para o Parlamento Europeu (%),01-08-2014,Município,S7A2014,Não periódica,D
Turismo,Procura turística,0001688,Entradas (N.º) de turistas não residentes,06-06-2008,País,S3A200712,Mensal,D
Turismo,Procura turística,0001689,Entradas (Fronteira rodoviária - N.º) de turistas não residentes,06-06-2008,País,S3A200712,Mensal,D
Turismo,Procura turística,0001690,Entradas (Fronteira rodoviária - N.º) de turistas não residentes,06-06-2008,País,S7A2007,Anual,D
Turismo,Procura turística,0001691,Entradas (Fronteira aérea - N.º) de turistas não residentes,06-06-2008,País,S3A200712,Mensal,D
Turismo,Procura turística,0001692,Entradas (Fronteira aérea - N.º) de turistas não residentes,06-06-2008,País,S7A2007,Anual,D
Turismo,Procura turística,0001693,Saídas (N.º) de turistas residentes,06-06-2008,País,S3A200712,Mensal,D
Turismo,Procura turística,0001694,Saídas (Fronteira rodoviária - N.º) de turistas residentes,06-06-2008,País,S3A200712,Mensal,D
Turismo,Procura turística,0001695,Saídas (Fronteira rodoviária - N.º) de turistas residentes,06-06-2008,País,S7A2007,Anual,D
Turismo,Procura turística,0001696,Saídas (Fronteira aérea - N.º) de turistas residentes,06-06-2008,País,S3A200712,Mensal,D
Turismo,Procura turística,0001697,Saídas (Fronteira aérea - N.º) de turistas residentes,06-06-2008,País,S7A2007,Anual,D
Condições de vida e cidadania,Cidadania,0001698,Taxa de abstenção nas eleições para a Assembleia da República (%),05-10-2011,NUTS II,S7A2011,Não periódica,D
Condições de vida e cidadania,Cidadania,0001699,Taxa de abstenção nas eleições para as Câmaras Municipais (%),12-12-2013,NUTS II,S7A2013,Não periódica,D
Condições de vida e cidadania,Cidadania,0001700,Taxa de abstenção nas eleições para o Parlamento Europeu (%),01-08-2014,NUTS II,S7A2014,Não periódica,D
Condições de vida e cidadania,Cidadania,0001701,Taxa de abstenção nas eleições para a Presidência da República (%),05-10-2011,NUTS II,S7A2011,Não periódica,D
Turismo,Procura turística,0001702,Entradas (Fronteira rodoviária - N.º) de excursionistas não residentes,06-06-2008,País,S3A200712,Mensal,D
Turismo,Procura turística,0001703,Entradas (Fronteira rodoviária - N.º) de excursionistas não residentes,06-06-2008,País,S7A2007,Anual,D
Turismo,Procura turística,0001704,Saídas para Espanha (Fronteira rodoviária - N.º) de excursionistas residentes,06-06-2008,Portugal,S3A200712,Mensal,D
Turismo,Procura turística,0001705,Saídas para Espanha (Fronteira rodoviária - N.º) de excursionistas residentes,06-06-2008,Portugal,S7A2007,Anual,D
Saúde,Estado de saúde e cuidados de saúde autorreferidos,0001706,População residente (N.º),29-05-2008,NUTS I,7A2006_5,Não periódica,D
Saúde,Estado de saúde e cuidados de saúde autorreferidos,0001709,População residente com 15 e mais anos de idade (N.º),29-05-2008,NUTS I,7A2006_5,Não periódica,D
Saúde,Cuidados hospitalares,0001710,População residente (N.º),29-05-2008,NUTS I,7A2006_5,Não periódica,D
Saúde,Estado de saúde e cuidados de saúde autorreferidos,0001713,População residente com 2 e mais anos de idade (N.º),29-05-2008,NUTS I,7A2006_5,Não periódica,D
Saúde,Estado de saúde e cuidados de saúde autorreferidos,0001714,População residente com 2 e mais anos que consultou um técnico de saúde oral nos 12 meses anteriores à entrevista (N.º),29-05-2008,NUTS I,7A2006_5,Não periódica,D
Saúde,Determinantes de saúde,0001715,População residente com 10 e mais anos de idade (N.º),29-05-2008,NUTS I,7A2006_5,Não periódica,D
Saúde,Determinantes de saúde,0001716,População residente (N.º),29-05-2008,NUTS I,7A2006_5,Não periódica,D
Saúde,Determinantes de saúde,0001717,População residente (N.º),29-05-2008,NUTS I,7A2006_5,Não periódica,D
Inovação e conhecimento,Sociedade da informação,0001718,Domínios de Portugal ativos (.pt) por 1000 habitantes (N.º),16-05-2022,Portugal,S7A2021,Anual,D
Inovação e conhecimento,Sociedade da informação,0001719,Domínios de Portugal ativos (.pt) (N.º),16-05-2022,Portugal,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0001720,Poder de compra per capita,08-11-2013,NUTS II,S7A2011,Bienal,D
Inovação e conhecimento,Sociedade da informação,0001721,Proporção de declarações fiscais do IRS - Modelo 3 entregues on-line (%),06-01-2016,Município,S7A2013,Anual,D
Inovação e conhecimento,Sociedade da informação,0001722,Proporção de declarações fiscais do IRS - Modelo 3 entregues on-line (%),06-01-2016,NUTS II,S7A2013,Anual,D
População,Mortalidade e esperança de vida,0001723,Esperança de vida aos 65 anos (Metodologia 2007 - Anos),28-11-2024,Portugal,S16A20222024,Anual,A
População,Mortalidade e esperança de vida,0001724,Esperança de vida à nascença (Metodologia 2007 - Anos),29-05-2024,Portugal,S16A20212023,Anual,D
Conjuntura,Preços,0001725,Índice de custo de construção de habitação nova (Base - 2000),08-11-2018,Continente,S3A201809,Mensal,D
Conjuntura,Preços,0001726,Índice de custo de construção de habitação nova (Taxa de variação mensal - Base 2000 - %),08-11-2018,Continente,S3A201809,Mensal,D
Conjuntura,Preços,0001727,Índice de custo de construção de habitação nova (Taxa de variação homóloga - Base 2000 - %),08-11-2018,Continente,S3A201809,Mensal,D
Conjuntura,Preços,0001728,Índice de custo de construção de habitação nova (Taxa de variação média anual - Base 2000 - %),08-11-2018,Continente,S3A201809,Mensal,D
Conjuntura,Preços,0001729,Índice de custo de construção de habitação nova (Base - 2000),08-11-2018,Continente,S3A201809,Mensal,D
Conjuntura,Preços,0001730,Índice de custo de construção de habitação nova (Taxa de variação mensal - Base 2000 - %),08-11-2018,Continente,S3A201809,Mensal,D
Conjuntura,Preços,0001731,Índice de custo de construção de habitação nova (Taxa de variação homóloga - Base 2000 - %),08-11-2018,Continente,S3A201809,Mensal,D
Conjuntura,Preços,0001732,Índice de custo de construção de habitação nova (Taxa de variação média anual - Base 2000 - %),08-11-2018,Continente,S3A201809,Mensal,D
Conjuntura,Procura de bens e serviços,0001733,Índice de novas encomendas na construção e obras públicas (Base - 2000),19-05-2016,Portugal,S5A20161,Trimestral,D
Conjuntura,Procura de bens e serviços,0001734,Índice de novas encomendas na construção e obras públicas (Taxa de variação trimestral - Base 2000 - %),19-05-2016,Portugal,S5A20161,Trimestral,D
Conjuntura,Procura de bens e serviços,0001735,Índice de novas encomendas na construção e obras públicas (Taxa de variação homóloga trimestral - Base 2000 - %),19-05-2016,Portugal,S5A20161,Trimestral,D
Conjuntura,Procura de bens e serviços,0001736,Índice de novas encomendas na construção e obras públicas (Taxa de variação média anual - Base 2000 - %),19-05-2016,Portugal,S5A20161,Trimestral,D
Comércio internacional,Comércio internacional,0001737,Proporção de exportações de bens de alta tecnologia (%),10-05-2018,NUTS III,S7A2016,Anual,D
Comércio internacional,Comércio internacional,0001738,Importações (€) de bens,10-05-2018,NUTS III,S7A2016,Anual,D
Comércio internacional,Comércio internacional,0001740,Exportações (€) de bens,10-05-2018,NUTS III,S7A2016,Anual,D
População,Mortalidade e esperança de vida,0001741,Quociente de mortalidade - qx (Metodologia 2007),28-09-2023,NUTS II,S16A20202022,Anual,D
População,Mortalidade e esperança de vida,0001742,Sobreviventes à idade exata x - lx (Metodologia 2007 - N.º),24-10-2023,NUTS II,S16A20202022,Anual,D
População,Mortalidade e esperança de vida,0001743,Óbitos entre as idades exatas x e (x+1) - dx (Metodologia 2007 - N.º),24-10-2023,NUTS II,S16A20202022,Anual,D
População,Mortalidade e esperança de vida,0001744,Sobreviventes entre as idades exatas x e (x+1) - Lx (Metodologia 2007 - Ano completo),24-10-2023,NUTS II,S16A20202022,Anual,D
População,Mortalidade e esperança de vida,0001745,Anos completos após a idade x - Tx (Metodologia 2007 - Ano completo),24-10-2023,NUTS II,S16A20202022,Anual,D
População,Mortalidade e esperança de vida,0001746,Esperança média de vida à idade x - ex (Metodologia 2007 - Anos),24-10-2023,NUTS II,S16A20202022,Anual,D
Comércio internacional,Comércio internacional,0001747,Importações (€) de bens,10-05-2016,NUTS III,S7A2014,Anual,D
População,Mortalidade e esperança de vida,0001748,Esperança de vida à nascença (Metodologia 2007 - Anos),30-09-2014,NUTS III,S16A20112013,Anual,D
População,Mortalidade e esperança de vida,0001749,Esperança de vida aos 65 anos (Metodologia 2007 - Anos),30-09-2014,NUTS III,S16A20112013,Anual,D
Comércio internacional,Comércio internacional,0001750,Exportações (€) de bens,10-05-2016,NUTS III,S7A2014,Anual,D
Comércio internacional,Comércio internacional,0001751,Taxa de cobertura das importações pelas exportações (%),10-05-2016,NUTS III,S7A2014,Anual,D
Comércio internacional,Comércio internacional,0001752,Proporção de exportações de bens de alta tecnologia (%),10-05-2016,NUTS III,S7A2014,Anual,D
"Educação, formação e aprendizagem",Níveis de escolaridade,0001753,Taxa de escolaridade do nível de ensino superior (Série 1998 - %) da população residente com idade entre 25 e 64 anos,22-05-2014,NUTS II,S7A2010,Anual,D
"Educação, formação e aprendizagem",Níveis de escolaridade,0001754,Taxa de escolaridade do nível de ensino secundário (Série 1998 - %),22-05-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Emprego,0001755,Taxa de emprego (Série 1998 - %) da população residente com idade entre 15 e 64 anos,22-05-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Desemprego,0001756,"Dispersão das taxas de desemprego regionais (Série 1998, NUTS 2001 - %)",22-05-2014,Portugal,S7A2010,Anual,D
Mercado de trabalho,Desemprego,0001757,Taxa de desemprego (Série 1998 - %),22-05-2014,NUTS II,S7A2010,Anual,D
